,country,name,latitude,longitude,primary_fuel,capacity_mw
135,ARG,CHIMBERA 1,-31.9881,-68.5402,Solar,2.0
218,ARG,Cafayate,-26.04,-65.93,Solar,80.0
219,ARG,Caldenes del Oeste,-33.61,-65.445,Solar,30.0
220,ARG,Cauchari,-23.8,-66.8,Solar,300.0
248,ARG,Iglesia-Guañizuil,-30.34,-69.27,Solar,80.0
295,ARG,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,-31.3891,-68.6752,Solar,1.2
317,ARG,Saujil,-28.165,-66.225,Solar,22.5
